created_at,username,full_text,cleaned_text
Thu Jan 02 17:54:30 +0000 2025,,Dengan PPN 12% barang mahal jadi makin mahal tapi itu buat bantuin rakyat lewat pajak Pro Rakyat. #KebijakanPajakProRakyat,ppn 12 barang mahal jadi makin mahal itu buat bantuin rakyat lewat pajak pro rakyat
Thu Jan 02 17:54:15 +0000 2025,,PPN lebih tinggi di barang mahal tuh kayak cara buat bilang ke orang kaya 'ayo dong kontribusi lebih.' #KebijakanPajakProRakyat,ppn lebih tinggi barang mahal tuh kayak cara buat bilang orang kaya ayo dong kontribusi lebih
Thu Jan 02 17:54:00 +0000 2025,,Gue ngerasa PPN barang mahal tuh salah satu cara elegan buat redistribusi wealth di masyarakat Pro Rakyat. #KebijakanPajakProRakyat,gue ngerasa ppn barang mahal tuh salah satu cara elegan buat redistribusi wealth masyarakat pro rakyat
Thu Jan 02 17:53:56 +0000 2025,,PPN lebih di barang mahal tuh kayak pesan jelas dari pemerintah 'kesejahteraan rakyat lebih penting.' #KebijakanPajakProRakyat,ppn lebih barang mahal tuh kayak pesan jelas perintah sejahtera rakyat lebih penting
Thu Jan 02 17:53:21 +0000 2025,,Dengan PPN ini yang kaya tetep bisa nikmatin barang mahal tapi sambil bantu rakyat Pro Rakyat. #KebijakanPajakProRakyat,ppn yang kaya tetep nikmatin barang mahal sambil bantu rakyat pro rakyat
Thu Jan 02 17:53:20 +0000 2025,,Barang mahal kena PPN lebih tinggi tuh kayak cara pemerintah bilang 'kesejahteraan rakyat lebih penting bro.' #KebijakanPajakProRakyat,barang mahal kena ppn lebih tinggi tuh kayak cara perintah bilang sejahtera rakyat lebih penting saudara laki
Thu Jan 02 17:53:17 +0000 2025,,PPN 12% buat barang mahal tuh kayak reminder 'lo fancy bayar lebih ya.' Fair banget Pro Rakyat. #KebijakanPajakProRakyat,ppn 12 buat barang mahal tuh kayak reminder kamu fancy bayar lebih fair banget pro rakyat
Thu Jan 02 16:08:27 +0000 2025,,Hbd 2025 ppn 12% semua hal mahal yang egk mahal hanya ucapan gw untuk king @heirsuke,hbd 2025 ppn 12 semua mahal egk mahal ucap untuk king
Thu Jan 02 15:43:56 +0000 2025,,@ABCMocca__ @tenwayvx Sejak PPn naik kerasa banget masak MPASI butuh daging giling yg dulu 32rb untuk 30gr sekarang 42rb Yang menarik dulu santan Rp 2.700 sekarang 5rb Kerasa bgt sekarang apa mahal pdhl anak gw harus makan bergizi,sejak ppn naik rasa banget masak mpasi butuh daging giling dulu 32rb 30gr sekarang 42rb tarik dulu santan rp 2 700 sekarang 5rb rasa banget sekarang apa mahal pdhl anak harus makan gizi
Thu Jan 02 15:24:48 +0000 2025,,PPN barang mahal ini PRO Rakyat bikin ekonomi jadi lebih adil dan stabil. #KebijakanPajakProRakyat,ppn barang mahal pro rakyat bikin ekonomi jadi lebih adil stabil
Thu Jan 02 15:16:55 +0000 2025,,PPN naik tapi cuma buat barang mahal rakyat kecil bebas drama ini PRO Rakyat #KebijakanPajakProRakyat,ppn naik cuma buat barang mahal rakyat kecil bebas drama pro rakyat
Thu Jan 02 15:08:49 +0000 2025,,@gobydy Takut PPN naik jadi lg pada ikat pinggang. Udah mahal banget itu Nguyen Xuan Son pasti,takut ppn naik jadi lg ikat pinggang udah mahal banget nguyen xuan son
Thu Jan 02 15:07:04 +0000 2025,,PPN buat barang mahal tuh bukti kalau pemerintah PRO Rakyat kecil. #KebijakanPajakProRakyat,ppn buat barang mahal tuh bukti kalau perintah pro rakyat kecil
Thu Jan 02 14:55:47 +0000 2025,,PPN cuma buat barang mahal rakyat kecil aman ini PRO Rakyat vibes detected #KebijakanPajakProRakyat,ppn cuma buat barang mahal rakyat kecil aman pro rakyat vibes detected
Thu Jan 02 14:48:09 +0000 2025,,@idealicsm emoh ppn bikin mahal.,emoh ppn bikin mahal
Thu Jan 02 14:36:46 +0000 2025,,Fokus PPN ke barang mahal rakyat biasa bebas drama PRO Rakyat top banget #KebijakanPajakProRakyat,fokus ppn barang mahal rakyat biasa bebas drama pro rakyat top banget
Thu Jan 02 14:35:29 +0000 2025,,Barang mahal kena PPN? Yang penting PRO Rakyat gak ngorbanin yang lain #KebijakanPajakProRakyat,barang mahal kena ppn penting pro rakyat tidak ngorbanin lain
Thu Jan 02 12:39:14 +0000 2025,,PPN 12% hanya barang mahal kebutuhan pokok aman. Pro rakyat banget! #KebijakanPajakProRakyat,ppn 12 barang mahal butuh pokok aman pro rakyat banget
Thu Jan 02 12:38:06 +0000 2025,,PPN 12% hanya kena barang mahal? Ini baru kebijakan pro rakyat kebutuhan dasar kita tetap tanpa pajak! #KebijakanPajakProRakyat,ppn 12 kena barang mahal baru kebijakan pro rakyat butuh dasar tetap pajak
Thu Jan 02 12:38:00 +0000 2025,,PPN 12% di barang mahal tuh beneran cara efektif buat tarik pajak dari mereka yang mampu dan itu pro rakyat banget. #KebijakanPajakProRakyat,ppn 12 barang mahal tuh beneran cara efektif buat tarik pajak mereka mampu itu pro rakyat banget
Thu Jan 02 12:37:48 +0000 2025,,PPN buat barang mahal tuh literally cara buat narik pajak yang lebih adil. Pro rakyat banget kan? #KebijakanPajakProRakyat,ppn buat barang mahal tuh literally cara buat narik pajak lebih adil pro rakyat banget kan
Thu Jan 02 12:36:12 +0000 2025,,Barang mahal kena PPN tinggi? Itu sih kebijakan cerdas yang pastinya pro rakyat. #KebijakanPajakProRakyat,barang mahal kena ppn tinggi sih kebijakan cerdas pasti pro rakyat
Thu Jan 02 12:31:20 +0000 2025,,PPN naik hanya untuk barang mahal kebutuhan pokok tetap aman. Pro rakyat banget! #KebijakanPajakProRakyat,ppn naik untuk barang mahal butuh pokok tetap aman pro rakyat banget
Thu Jan 02 12:31:07 +0000 2025,,PPN naik hanya untuk barang mahal kebutuhan dasar tetap aman. Pro rakyat banget! #KebijakanPajakProRakyat,ppn naik untuk barang mahal butuh dasar tetap aman pro rakyat banget
Thu Jan 02 12:30:53 +0000 2025,,PPN 12% hanya untuk barang mahal kebutuhan dasar tetap tanpa pajak. Pro rakyat! #KebijakanPajakProRakyat,ppn 12 untuk barang mahal butuh dasar tetap pajak pro rakyat
Thu Jan 02 12:30:49 +0000 2025,,Kebijakan PPN 12% yang hanya menyasar barang mahal sangat mencerminkan keadilan sosial dan pro rakyat. #KebijakanPajakProRakyat,kebijakan ppn 12 hanya sasar barang mahal sangat cermin adil sosial pro rakyat
Thu Jan 02 12:24:24 +0000 2025,,PPN naik hanya untuk barang mahal kebutuhan kita tetap bebas pajak. Pro rakyat banget! #KebijakanPajakProRakyat,ppn naik untuk barang mahal butuh tetap bebas pajak pro rakyat banget
Thu Jan 02 11:05:32 +0000 2025,,hemat bener! PPN cuma buat barang mahal aja,hemat bener ppn cuma buat barang mahal aja
Thu Jan 02 11:01:04 +0000 2025,,@Kopipait__78 Tahu bulat enak... Murah lagi... Kalo blm kena ppn saiki jd mahal kena ppn,tahu bulat enak murah kalau blm kena ppn saiki jd mahal kena ppn
Thu Jan 02 10:38:09 +0000 2025,,Njir lah cititrans naek 35 rebu. MAHAL BANGET NAIK NYA ! Jangan bilang gara2 ppn? Buat yang commuter tiap minggu Bandung-Depok-Bandung berasa banget aseelii,njir lah cititrans naek 35 rebu mahal banget naik nya jangan bilang gara2 ppn buat commuter tiap minggu bandung depok bandung asa banget aseelii
Thu Jan 02 10:30:29 +0000 2025,,@tempodotco Katanya kenaikan PPN 12% hanya untuk barang2 mewah kenyataannya harga kebutuhan pokok hari2 mahal semua bagi Masyarakat berpenghasilan pas2an Entah klo untuk para Pejabat mungkin nte ayak pengaruhna,kata naik ppn 12 barang2 mewah nyata harga butuh pokok hari2 mahal semua masyarakat hasil pas2an entah klo untuk para penjabat mungkin nte ayak pengaruhna
Thu Jan 02 10:26:38 +0000 2025,,@krishnavesa Bukan ppnbm sebetulnya. Bea masuk impor tinggi + PPN. Blm lagi distributor Alkes tuh kadang cuma 1 pemain nya ya jadi makin2 lah harga alkes mark upnya. Demikian kita konsumen jd bayar mahal deh.,bukan ppnbm bea masuk impor tinggi ppn blm distributor alkes tuh kadang cuma 1 main nya jadi makin2 lah harga alkes mark upnya kita konsumen jd bayar mahal deh
Thu Jan 02 09:47:35 +0000 2025,,Beberapa harga langganan layanan digital seperti Spotify X Premium Canva dan CapCut Pro di Google Play kini jadi lebih mahal imbas PPN 12 persen. https://t.co/dX11G4jJ2E,beberapa harga langgan layanan digital spotify x premium canva capcut pro google play kini jadi lebih mahal imbas ppn 12 persen
Thu Jan 02 09:15:08 +0000 2025,,@hypergengsi @brandal_baru @merseysideliv Udh tau dunia lagi inflasi kok bsa bsanya pemerintah naikin ppn lagi . Terus ada yg dukung lagi . Itu ma anak SMA bljr ekonomi jg tw semua inflasi serba mahal ya daya beli pasti turun malah dinaikin ppn dan didkung sm sebagian penjilatnya,udah tau dunia inflasi kok bsa bsanya perintah naikin ppn terus yang dukung itu ma anak sma bljr ekonomi jg tw semua inflasi serba mahal daya beli turun malah dinaikin ppn didkung sm bagi jilat
Thu Jan 02 08:58:53 +0000 2025,,@tebarratjun Ppn cuma berlaku untuk yang mahal,ppn cuma laku yang mahal
Thu Jan 02 08:57:43 +0000 2025,,PPN cuma buat barang mahal,ppn cuma buat barang mahal
Thu Jan 02 04:59:43 +0000 2025,,eh kuota tri mahal bgt anjeng katanya ppn ga jadi naek ni kuota udh naik?????,eh kuota tri mahal banget anjeng kata ppn tidak jadi naek ni kuota udah naik
Thu Jan 02 03:59:56 +0000 2025,,@nadeuxx ppn 12% sksksksk btw salfok harga minyaknya mahal,ppn 12 sksksksk ngomong-ngomong salfok harga minyak mahal
Thu Jan 02 03:58:42 +0000 2025,,@melophle Mati wae mati rak sanggup . Harga konser sendiri aja udh pasti mahal apalagi kl promotornya jelek ditambah PPN 12%,mati wae mati rak sanggup harga konser sendiri aja udah mahal kl promotor jelek tambah ppn 12
Thu Jan 02 03:03:31 +0000 2025,,PPN 12% cuma buat barang mewah?Pikir lagi! Ternyata hampir semua barang dan jasa sekarang kena loh. Jadi mau gak mau kamu bakal bayar lebih bukan cuma barang mahal.Apa kamu siap terima kenyataan? #Pajak #ppn12persen #mahal #realita #Gimmick #viral #Rakyat #fyppp https://t.co/jRfvVGLdMh,ppn 12 cuma buat barang mewah pikir nyata hampir semua barang jasa sekarang kena loh jadi mau tidak mau kamu bakal bayar lebih bukan cuma barang mahal apa kamu siap terima nyata
Thu Jan 02 02:50:38 +0000 2025,,Welcome to PPN 12% era penasaran emang barang mahal apasih yang bakalan lo beli?,welcome to ppn 12 era penasaran emang barang mahal apa sih akan kamu beli
Thu Jan 02 02:38:32 +0000 2025,,@Fandiwargreymon Pada memanfaatkan momen naik PPN 12% jadi sok ikutan naik semua padahal yg naik cuma barang2 mahal,manfaat momen naik ppn 12 jadi sok ikut naik semua padahal naik cuma barang2 mahal
Thu Jan 02 02:38:04 +0000 2025,,@GenkBos_ Waalaikumsalam warahmatullahi wabarokatuh Rakyat sngat berat terbeban PPN naik 12 ℅ sya kaget pagi ke pasar blnja buat tahlilan ke 7 hari semua blnjaan mahal cuma omon omon bilang ycsembako tidak naik bukti y sembako naik. Rakyat semakin tercekik koruptor smkin liar,waalaikumsalam warahmatullahi wabarokatuh rakyat sngat berat beban ppn naik 12 sya kaget pagi pasar blnja buat tahlil 7 hari semua blnjaan mahal cuma omon omon bilang ycsembako naik bukti y sembako naik rakyat makin cekik koruptor smkin liar
Thu Jan 02 02:00:25 +0000 2025,,@dicky_novera Rakyat kecil dilindungi barang mahal aja yang kena PPN! Good job!,rakyat kecil lindung barang mahal aja kena ppn good job
Thu Jan 02 01:52:01 +0000 2025,,Pagi ini ada pembayaran Google One kagett kok ini lebih mahal dari biasanyaa. Pas di cek harga asli lebih murah dari biasanyaa. Ternyataa karena udah include PPN 12% ini gimanaa katanya ga jadii naik https://t.co/6HSe1szudQ,pagi ada bayar google one kagett kok lebih mahal biasanyaa pas cek harga asli lebih murah biasanyaa ternyataa udah include ppn 12 gimanaa kata tidak jadi naik
Thu Jan 02 01:35:05 +0000 2025,,di indonesia doang aturannya ga kompak. presiden bilang A perpajakan bilang B DPR bilang C. kalo emang jelas aturannyang dibuat statementnya jelas kenrakyat juga dong! sedangkan perusahaan udah markup harga include ppn 12% dan harga yang beredar juga udah mahal. negara gaje,indonesia doang atur tidak kompak presiden bilang a paja bilang b dpr bilang c kalau emang jelas aturannyang buat statementnya jelas kenrakyat dong usaha udah markup harga include ppn 12 harga edar udah mahal negara jelas
Thu Jan 02 01:09:06 +0000 2025,,@tanyakanrl Sana gih ambil. Semua kebutuhan hidup disana udh standar sekalipun mahal tp itu sesuai dgn gajimu nnti. Jgn kerja di indo percuma. Meski kamu ga ngerasain ppn 12% karna kelihatannya kamu orng kaya (?) tp mending kerja disana drpd dikit2 kena pajak kyk disini,sana gih ambil semua butuh hidup sana udah standar sekalipun mahal tp sesuai gaji nnti jgn kerja indo percuma meski kamu tidak ngerasain ppn 12 lihat kamu orng kaya tp mending kerja sana dikit2 kena pajak kayak sini
Wed Jan 01 23:28:37 +0000 2025,,PPN GOBLOK KUOTA GUA JADI MAHAL,ppn bodoh kuota jadi mahal
Wed Jan 01 23:02:47 +0000 2025,,@peppreoni jateng apa apa mahal tp emang uda mahal dari dulu nya. kenaikan ppn gini alamat harga naik lagi,jateng apa apa mahal tp emang udah mahal dulu nya naik ppn gin alamat harga naik
Wed Jan 01 22:30:35 +0000 2025,,@rotkarju @CutSarina5 @Gerindra pulsa wifi udh naik men dlu koar2 internet gratis malah jd makin mahal kena PPN 12% real ni mah nyekek rakyat,pulsa wifi udah naik men dulu koar2 internet gratis malah jd makin mahal kena ppn 12 real ni mah nyekek rakyat
Wed Jan 01 21:38:52 +0000 2025,,@CareIM3 @indosatim3 paket data IM3 naik harga 16% jadi mahal banget! Padahal PPN 12% itungannya ga jadi diterapin lho. . Tolong turunin lagi harga paket datanya. Kecewa nih.,paket data im3 naik harga 16 jadi mahal banget padahal ppn 12 itungannya tidak jadi diterapin lho turunin harga paket data kecewa nih
Wed Jan 01 21:10:21 +0000 2025,,@awemany Jawaban jujur sy 1. Rupiah masih lemah yg menyebabkan harga impor bahan baku mahal. 2. Biaya proses naik karena ada beban yg harus dipersiapkan seperti beban biaya person per jam (kenaikan UMK) dan analisa. 3. Kenaikan PPN 12% yg secara regulasi mulai 1 januari 2025,jawab jujur sy 1 rupiah lemah sebab harga impor bahan baku mahal 2 biaya proses naik ada beban harus siap beban biaya person per jam naik umk analisa 3 naik ppn 12 cara regulasi mulai 1 januari 2025
Wed Jan 01 16:14:56 +0000 2025,,@cayendoey Jangan yang mahal-mahal dong Maisy PPN udah 12%.,jangan mahal mahal dong maisy ppn udah 12
Wed Jan 01 16:12:03 +0000 2025,,@yuandini19 Ongkirnya Mahal + ppn udh 12%,ongkirnya mahal ppn udah 12
Wed Jan 01 15:38:29 +0000 2025,,@atmajayaindraa mahal ya dar disini ge mulai marahal.. PPN naik euy,mahal dar sini ge mulai marahal ppn naik euy
Wed Jan 01 15:37:59 +0000 2025,,fuck prabowo dan ppn 12% harga kuota data jadi mahal begete,fuck prabowo ppn 12 harga kuota data jadi mahal begete
Wed Jan 01 15:37:31 +0000 2025,,Gatau berita yg bener yg mana Intinya kantor gue udh netapin kalo obat kena PPN 12%. Jaga kesehatan makanya obat mahal,gatau berita bener mana inti kantor gue udah netapin kalau obat kena ppn 12 jaga sehat makanya obat mahal
Wed Jan 01 15:36:25 +0000 2025,,@piokemoon kebutuhan skrg mahal apalagi ppn naik 12%,butuh skrg mahal ppn naik 12
Wed Jan 01 14:36:58 +0000 2025,,@renkajic beli..nnti harga ready stock ny biss lebi mahal dr yg kemarin krn ppn kyk anjing,beli nnti harga ready stock ny biss lebi mahal dr kemarin krn ppn kayak sensor
Wed Jan 01 14:26:26 +0000 2025,,Ini kejadian pas liat2 kacamata 31 Des kemarin. Maksain buat nemu frame gara2 kepikiran PPN 12%. Gw: Wah Mbak ini yang cocok mahal. Tapi kalo ga beli hari ini besok harga naik ya Mbak. PPN 12% kan? Mbak: Wah? Iya ya? Belum tahu sih Pak. Belum ada info sih kami. ️,jadi pas liat2 kacamata 31 des kemarin maksain buat nemu frame gara2 pikir ppn 12 wah mbak yang cocok mahal kalau tidak beli hari besok harga naik mbak ppn 12 kan mbak wah iya tahu sih pak belum ada info sih
Wed Jan 01 14:22:58 +0000 2025,,Katanya ppn12% hanya buat barang sangat mahal.. Anak gw beli game 79ribuan kena ppn 12%,kata ppn12 buat barang sangat mahal anak beli game 79ribuan kena ppn 12
Wed Jan 01 13:52:28 +0000 2025,,Fokus ke karir sama finansial. Karena apa-apa sekarang mahal cuy belum lagi gegara PPN yg keputusannya udh kek tahu bulat. Harus punya banyak duit biar bisa membahagiakan orang tua keluarga diri sendiri. Kalo bisa pengen deh naik haji sama ibu berdua,fokus karir sama finansial apa apa sekarang mahal cuy lagi gegara ppn putus udah kek tahu bulat punya banyak duit biar bahagia orang tua keluarga diri sendiri kalau ken deh naik haji sama ibu dua
Wed Jan 01 13:38:52 +0000 2025,,@kittsahi EH GUA GA TRIMA YAA TAX NYA MAHAL CUMA GEGARA PPN 12% ITUUU,eh tidak trima yaa tax nya mahal cuma gegara ppn 12 ituuu
Wed Jan 01 13:17:56 +0000 2025,,ovale gue abis bejir fakkk mana mahal lagi u kocakkkk ahhhhh PLS PPN JANGAN NAIK KEK????? UMR KECIL PPN GEDE BANGKEEEEE GUE ADUIN TUHANN TAU RASA LU,ovale gue habis bejir fakkk mana mahal u kocakkkk ahhhhh pls ppn jangan naik kek umr kecil ppn gede bangkeeeee gue aduin tuhann tau rasa lu
Wed Jan 01 13:14:39 +0000 2025,,@detikfinance Kebijakan yg abstract. Membuat rakyat bingung. PPn 12% hanya untuk barang mahal Kata mahal disini tergantung persepsi masing . Bagi orang miskin mobil itu mahal. Bagi koruptor mobil itu murah. Kebijakan yg membodohi rakyat.,kebijakan abstract buat rakyat bingung ppn 12 untuk barang mahal kata mahal sini gantung persepsi masing orang miskin mobil mahal koruptor mobil murah kebijakan bodoh rakyat
Wed Jan 01 12:57:52 +0000 2025,,PPN itu membuat harga barang lebih mahal gitu dibilang pro-rakyat waras???,ppn buat harga barang lebih mahal gitu bilang pro rakyat waras
Wed Jan 01 12:54:11 +0000 2025,,@Rheina2203 mirip2 kayak gini template buzzer nya padahal pas coba cek sendiri beli hp yg harganya lebih mahal ga ada pungutan ppn 12%,mirip2 kayak gin template buzzer nya padahal pas coba cek sendiri beli hp harga lebih mahal tidak ada pungut ppn 12
Wed Jan 01 12:19:02 +0000 2025,,@txtdrpemerintah Cek harga dilapangan perhari ini banyak yg naik apa2 mahal imbas ppn 12 %.,cek harga lapangan hari banyak naik apa2 mahal imbas ppn 12
Wed Jan 01 11:43:05 +0000 2025,,@wiwitski Masalah gak pastinya tarif 11% 12% Definisi barang mewah dan jasa mewah itu seperti apa? Sementara Pajak barang mewah sendiri itu sudah ada tarif pajaknya (PPnBM) Co/ obat yg sangat mahal apakah tergolong barang mewah? Sekalipun orang biasa yg beli? PPn mnjadi 12% Continue https://t.co/vUTcM7mSB0,masalah tidak pasti tarif 11 12 definisi barang mewah jasa mewah seperti apa pajak barang mewah sendiri sudah tarif pajak ppnbm co obat sangat mahal golong barang mewah sekalipun orang biasa beli ppn mnjadi 12 continue
Wed Jan 01 11:42:17 +0000 2025,,@nnayul udah harganya lebih mahal ketambah ppn hdhhh semoga 2025 makin kaya raya biar bisa ttp baca manhwa,udah harga lebih mahal tambah ppn hdhhh moga 2025 makin kaya raya biar ttp baca manhwa
Wed Jan 01 11:41:27 +0000 2025,,@txtdaritadee jir udah mah di pf luar tuh topup nya lebih mahal ketambah pula sama ppn emg ini semua grgr 02 voters anjengg,anjing udah mah pf luar tuh topup nya lebih mahal tambah sama ppn emg semua grgr 02 voters anjengg
Wed Jan 01 11:37:19 +0000 2025,,ini ppn ga turun aja apa balik lgi 10% aja apa lebih rendah lah lagian ppn tinggi2 tuh rakyatnya ngrasain hasilnya ga :( serba mahal pdhl ekonomi lgi kyk gini tuh mencekik bgt,ppn tidak turun aja apa balik lgi 10 aja apa lebih rendah lah lagi ppn tinggi2 tuh rakyat ngrasain hasil tidak serba mahal pdhl ekonomi lgi kayak gin tuh cekik banget
Wed Jan 01 11:32:12 +0000 2025,,Buset imbas ppn 12% is so riilll. (Lebih mahal ongkirnya dibanding makanannya). Seremmm. https://t.co/WJ0Tm8Do0N,buset imbas ppn 12 is so riilll lebih mahal ongkirnya banding makan seremmm
Wed Jan 01 09:55:25 +0000 2025,,@Termaktoeb ㅤ Meminjam logika penguasa yang berpikir kalau deforestasi adalah soal daun ya Mas terang kita tanam ganja. Sekalian toh mahal? Jadi bisa mengatasi PPN 12% itu. Sekali mendayung dua tiga pulau terlampaui. ㅤ,pinjam logika kuasa pikir kalau deforestasi soal daun mas terang tanam ganja sekali mahal jadi atas ppn 12 sekali dayung tiga pulau lampau
Wed Jan 01 09:45:25 +0000 2025,,@Andini_indra @convomf Apa karna ppn ini ya jadinya provider mahal semua smpe takut mau ganti kartu nanti kena zonk lagi,apa ppn ya jadi provider mahal semua smpe takut mau ganti kartu kena zonk
Wed Jan 01 09:24:13 +0000 2025,,Pemerintah bilang PPN bakal naik jadi 12% tapi katanya ini cuma buat barang-barang mewah. Masalahnya di lapangan harga kebutuhan pokok juga ikut naik dan ini bikin masyarakat bingung. Ktanya barang pokok nggak kena tapi praktiknya malah jadi mahal juga? Here s my PoV,perintah bilang ppn bakal naik jadi 12 kata cuma buat barang barang mewah masalah lapangan harga butuh pokok ikut naik ini bikin masyarakat bingung ktanya barang pokok kena praktik malah jadi mahal here s my pov
Wed Jan 01 09:03:20 +0000 2025,,@barengwarga Disini udah mahal karena ppn 12% karena produsen+distributor sudah menerapkannya. Jadi ya gitu masyarakat masih ngambek. Pusat belanja sepi lagi sih nunggu harga normal deh kayanya.,sini udah mahal ppn 12 produsen distributor terap jadi gitu masyarakat ngambek pusat belanja sepi sih nunggu harga normal deh kayak
Wed Jan 01 08:59:25 +0000 2025,,My ndut kalo memang PPN 12% utk barang mahal knp gak keluarkan Perppu utk menegaskan itu?,my ndut kalau memang ppn 12 utk barang mahal knp tidak keluar perppu utk tegas
Wed Jan 01 08:36:57 +0000 2025,,PPN 12% hanya untuk barang dan jasa premium seperti kendaraan mewah atau properti mahal demi keadilan sosial. #PPN #EkonomiAdil https://t.co/4Sqz1rlCMt,ppn 12 untuk barang jasa premium kendaraan mewah properti mahal adil sosial
Wed Jan 01 08:13:59 +0000 2025,,@sorayaberkata Ya kenapa kaga dari awal bilang kalau urusannya itu buat barang mewah ini PPN udah naik barang &amp; jasa harganya semakin mahal bikin simpang siur. PPN itu beda sama PPnBM kaga usah muter-muter. Blocked deh. Antara gue yang goblok atau emang anda yang ga nyampe.,kenapa kaga awal bilang kalau urus buat barang mewah ppn udah naik barang amp jasa harga makin mahal bikin simpang siur ppn beda sama ppnbm kaga usah muter muter blocked deh gue bodoh emang yang tidak nyampe
Wed Jan 01 08:07:27 +0000 2025,,Gofood makanan sekarang udah mahal apalah ppn udh naik?,gofood makan sekarang udah mahal apa ppn udah naik
Wed Jan 01 07:10:07 +0000 2025,,@prokalbar @V3g3L ndak bisa wong ppn dinaikkan harga harga mahal on the track kemana?,ndak wong ppn naik harga harga mahal on the track
Wed Jan 01 06:29:25 +0000 2025,,ini gimana sih ppn 12% katanya ga naik tapi semua barang naik jadi makin mahal. Macam mana mau jualan,bagaimana sih ppn 12 kata tidak naik semua barang naik jadi makin mahal macam mana mau jual
Wed Jan 01 05:56:56 +0000 2025,,@jjungthinker damn udah mah harga topup disana lebih mahal ditambah sama ppn yg gak ngotak itu pula,damn udah mah harga topup sana lebih mahal tambah sama ppn tidak ngotak pula
Wed Jan 01 05:49:58 +0000 2025,,@knotworth_ Mahal karena PPN naik,mahal ppn naik
Wed Jan 01 05:38:03 +0000 2025,,@tanyarlfes itu yg lu beli apaan dah masa beli hp harga lebih mahal gada kena ppn? framming lu keren https://t.co/BHkWy0oAiI,yang lu beli apa deh masa beli hp harga lebih mahal gada kena ppn framming lu keren
Wed Jan 01 05:15:19 +0000 2025,,gblk anjg mahal bgt ppn 12% inalilahi kl gini susah buat hemat anjg,gblk anjg mahal banget ppn 12 inalilahi kl gin susah buat hemat anjg
Wed Jan 01 05:06:06 +0000 2025,,PPN 12% beneran NYATA FWAKKKKK KENAPA TIKET KU JADI MAHAL BGT YA ALLAH SYIBAL,ppn 12 beneran nyata fwakkkkk tiket ku jadi mahal banget allah syibal
Wed Jan 01 04:58:03 +0000 2025,,ppn naik harga gojek naik kah anjjjj masa dari rumah ke tempat kerja biasa paling mahal 13rb ini tbtb paling murah 26rebuu anjing,ppn naik harga gojek naik anjjjj masa rumah tempat kerja biasa paling mahal 13rb tbtb paling murah 26rebuu sensor
Wed Jan 01 04:55:00 +0000 2025,,@icecreammochi21 lah kok mahal? harga aslinya 60rb 2024 kemaren ppn 11% jadi 66rb skrg nambah 12%,lah kok mahal harga asli 60rb 2024 kemaren ppn 11 jadi 66rb skrg nambah 12
Wed Jan 01 04:54:43 +0000 2025,,@MamamaDini Mahal udh kena ppn,mahal udah kena ppn
Wed Jan 01 04:50:18 +0000 2025,,apa karena ppn naik ya.. jadi pod ikutan mahal,apa ppn naik jadi pod ikut mahal
Wed Jan 01 04:48:17 +0000 2025,,@tanyarlfes Katanya yang kena PPN batang yang mahal aja bener gk si,kata kena ppn batang mahal aja bener si
Wed Jan 01 04:43:09 +0000 2025,,@Dahnilanzar @prabowo Mulai hari ini banyak rakyat yg membayar barang konsumsinya lebih mahal krn banyak pihak menaikkan PPN 12 % yg tdk tepat barangnya jika kebijakan mrk direvisi nantinya betapa banyak kerugian yg hrs ditanggung rakyat mulai hari ini apa pertanggung jawaban pemerintah utk uang tsb?,mulai hari banyak rakyat bayar barang konsumsi lebih mahal krn banyak pihak naik ppn 12 tidak tepat barang kebijakan mrk revisi nanti betapa banyak rugi hrs tanggung rakyat mulai hari apa tanggung jawab perintah utk uang tsb
Wed Jan 01 04:08:19 +0000 2025,,Gak banyak yg pasti di dunia ini. Salah satu yg pasti adalah harga barang inflasi ga peduli ada pajak PPN 12% ataupun enggak itu Bank Sentral dibalik layar tetep cetak duit. Masyarakat bakal tetep harus bayar beras lebih mahal cepat atau lambat. Pegang asset tinggalin fiat https://t.co/6qHlW6c6Zc,tidak banyak pasti dunia salah satu pasti harga barang inflasi tidak peduli pajak ppn 12 atau itu bank sentral balik layar tetep cetak duit masyarakat bakal tetep bayar beras lebih mahal cepat lambat pegang asset tinggalin fiat
Wed Jan 01 04:06:09 +0000 2025,,morning negara serba mahal dan ppn 12%.,morning negara serba mahal ppn 12
Wed Jan 01 04:04:27 +0000 2025,,ini seriusan ppn 12% udah berlaku? GUE MAU BELI KUOTA TRI KOK UDH MAHAL BGT ANJIR,serius ppn 12 udah laku gue mau beli kuota tri kok udah mahal banget anjir
Wed Jan 01 04:04:21 +0000 2025,,mengawali awal tahun dgn misuh2 paket internet yg biasa dipake skrng ada limitnya &amp; lebih mahal damn ppn 12% kerasa bgt stress,awal awal tahun misuh2 paket internet biasa dipake sekarang limit amp lebih mahal damn ppn 12 rasa banget stress
Wed Jan 01 03:45:20 +0000 2025,,habis ngobrol sama mamak soal ppn naik yang udah mulai ngaruh ke harga barang di warung dimana jadi lebih mahal karena dari supplier juga pasti naik. belum tahun baru aja harga minyak goreng udah naik. doi jadi bingung itu barang2 bakalan laku apa engga kalo makin naik harganya.,habis ngobrol sama mamak soal ppn naik udah mulai ngaruh harga barang warung jadi lebih mahal dari supplier pasti naik tahun baru aja harga minyak goreng udah naik doi jadi bingung barang2 laku apa engga kalau makin naik harga
